"행정구역","2022년08월_계_총인구수","2022년08월_계_연령구간인구수","2022년08월_계_0세","2022년08월_남_총인구수","2022년08월_남_연령구간인구수","2022년08월_남_0세","2022년08월_여_총인구수","2022년08월_여_연령구간인구수","2022년08월_여_0세"
"서울특별시 동대문구 제기동(1123054500)","24,410","71","71","12,489","35","35","11,921","36","36"
"서울특별시 동대문구 전농제1동(1123056000)","28,865","108","108","14,424","52","52","14,441","56","56"
"서울특별시 동대문구 전농제2동(1123057000)","18,287","78","78","8,761","38","38","9,526","40","40"
"서울특별시 동대문구 답십리제1동(1123060000)","28,747","204","204","13,829","99","99","14,918","105","105"
"서울특별시 동대문구 답십리제2동(1123061000)","27,971","135","135","13,545","67","67","14,426","68","68"
"서울특별시 동대문구 장안제1동(1123065000)","38,130","180","180","18,862","97","97","19,268","83","83"
"서울특별시 동대문구 장안제2동(1123066000)","32,527","204","204","16,147","103","103","16,380","101","101"
"서울특별시 동대문구 청량리동(1123070500)","18,674","49","49","9,317","25","25","9,357","24","24"
"서울특별시 동대문구 회기동(1123071000)","10,675","17","17","5,124","7","7","5,551","10","10"
"서울특별시 동대문구 휘경제1동(1123072000)","14,082","64","64","6,667","31","31","7,415","33","33"
"서울특별시 동대문구 휘경제2동(1123073000)","24,026","64","64","11,998","41","41","12,028","23","23"
"서울특별시 동대문구 이문제1동(1123074000)","18,257","35","35","9,090","15","15","9,167","20","20"
"서울특별시 동대문구 이문제2동(1123075000)","19,804","66","66","9,550","26","26","10,254","40","40"
"서울특별시 중랑구 (1126000000)","387,840","1,728","1,728","190,931","869","869","196,909","859","859"
"서울특별시 중랑구 면목제2동(1126052000)","24,100","100","100","12,001","50","50","12,099","50","50"
"서울특별시 중랑구 면목제4동(1126054000)","18,708","60","60","9,315","28","28","9,393","32","32"
"서울특별시 중랑구 면목제5동(1126055000)","14,763","115","115","7,416","62","62","7,347","53","53"
"서울특별시 중랑구 면목본동(1126056500)","33,346","143","143","16,472","71","71","16,874","72","72"
"서울특별시 중랑구 면목제7동(1126057000)","21,504","109","109","10,776","58","58","10,728","51","51"
"서울특별시 중랑구 면목제3.8동(1126057500)","24,456","78","78","12,143","33","33","12,313","45","45"
"서울특별시 중랑구 상봉제1동(1126058000)","23,713","121","121","11,522","58","58","12,191","63","63"
"서울특별시 중랑구 상봉제2동(1126059000)","20,180","139","139","9,708","63","63","10,472","76","76"
"서울특별시 중랑구 중화제1동(1126060000)","19,324","92","92","9,511","52","52","9,813","40","40"
"서울특별시 중랑구 중화제2동(1126061000)","24,720","97","97","12,671","60","60","12,049","37","37"
"서울특별시 중랑구 묵제1동(1126062000)","34,387","129","129","16,489","63","63","17,898","66","66"
"서울특별시 중랑구 묵제2동(1126063000)","18,495","84","84","9,073","43","43","9,422","41","41"
"서울특별시 중랑구 망우본동(1126065500)","35,649","200","200","17,635","98","98","18,014","102","102"
"서울특별시 중랑구 망우제3동(1126066000)","16,096","42","42","8,123","23","23","7,973","19","19"
"서울특별시 중랑구 신내1동(1126068000)","38,266","133","133","18,487","69","69","19,779","64","64"
"서울특별시 중랑구 신내2동(1126069000)","20,133","86","86","9,589","38","38","10,544","48","48"
"서울특별시 성북구 (1129000000)","433,386","1,876","1,876","208,575","995","995","224,811","881","881"
"서울특별시 성북구 성북동(1129052500)","16,442","65","65","7,659","37","37","8,783","28","28"
"서울특별시 성북구 삼선동(1129055500)","22,710","65","65","10,783","34","34","11,927","31","31"
"서울특별시 성북구 동선동(1129057500)","15,510","29","29","6,462","14","14","9,048","15","15"
"서울특별시 성북구 돈암제1동(1129058000)","14,450","73","73","6,751","42","42","7,699","31","31"
"서울특별시 성북구 돈암제2동(1129059000)","23,639","117","117","11,178","64","64","12,461","53","53"
"서울특별시 성북구 안암동(1129060000)","15,163","31","31","7,651","16","16","7,512","15","15"
"서울특별시 성북구 보문동(1129061000)","16,458","85","85","7,916","39","39","8,542","46","46"
"서울특별시 성북구 정릉제1동(1129062000)","18,010","100","100","8,618","59","59","9,392","41","41"
"서울특별시 성북구 정릉제2동(1129063000)","22,814","104","104","11,061","45","45","11,753","59","59"
"서울특별시 성북구 정릉제3동(1129064000)","15,322","51","51","7,641","28","28","7,681","23","23"
"서울특별시 성북구 정릉제4동(1129065000)","24,532","107","107","11,771","60","60","12,761","47","47"
"서울특별시 성북구 길음제1동(1129066000)","34,952","172","172","16,563","90","90","18,389","82","82"
"서울특별시 성북구 길음제2동(1129068500)","21,555","131","131","10,360","63","63","11,195","68","68"
"서울특별시 성북구 종암동(1129070500)","38,454","159","159","19,032","86","86","19,422","73","73"
"서울특별시 성북구 월곡제1동(1129071500)","26,090","111","111","12,586","59","59","13,504","52","52"
"서울특별시 성북구 월곡제2동(1129072500)","19,292","66","66","9,279","38","38","10,013","28","28"
"서울특별시 성북구 장위제1동(1129076000)","23,991","91","91","11,749","46","46","12,242","45","45"
"서울특별시 성북구 장위제2동(1129077000)","13,633","49","49","6,689","22","22","6,944","27","27"
"서울특별시 성북구 장위제3동(1129078000)","15,611","110","110","7,635","63","63","7,976","47","47"
"서울특별시 성북구 석관동(1129081000)","34,758","160","160","17,191","90","90","17,567","70","70"
"서울특별시 강북구 (1130500000)","296,073","858","858","143,861","437","437","152,212","421","421"
"서울특별시 강북구 삼양동(1130553400)","23,171","83","83","11,552","46","46","11,619","37","37"
"서울특별시 강북구 미아동(1130553500)","21,322","40","40","10,240","19","19","11,082","21","21"
"서울특별시 강북구 송중동(1130554500)","29,425","102","102","14,152","53","53","15,273","49","49"
"서울특별시 강북구 송천동(1130555500)","25,844","69","69","12,782","33","33","13,062","36","36"
"서울특별시 강북구 삼각산동(1130557500)","30,848","134","134","14,804","78","78","16,044","56","56"
"서울특별시 강북구 번1동(1130559500)","18,325","39","39","9,237","25","25","9,088","14","14"
"서울특별시 강북구 번2동(1130560300)","15,481","28","28","7,482","14","14","7,999","14","14"
"서울특별시 강북구 번3동(1130560800)","16,541","50","50","7,731","21","21","8,810","29","29"
"서울특별시 강북구 수유1동(1130561500)","20,538","52","52","10,102","25","25","10,436","27","27"
"서울특별시 강북구 수유2동(1130562500)","21,106","60","60","10,030","22","22","11,076","38","38"
"서울특별시 강북구 수유3동(1130563500)","23,117","48","48","11,460","27","27","11,657","21","21"
"서울특별시 강북구 우이동(1130564500)","20,407","67","67","9,838","33","33","10,569","34","34"
"서울특별시 강북구 인수동(1130566000)","29,948","86","86","14,451","41","41","15,497","45","45"
"서울특별시 도봉구 (1132000000)","313,835","1,058","1,058","152,495","545","545","161,340","513","513"
"서울특별시 도봉구 창제1동(1132051100)","24,386","87","87","11,607","40","40","12,779","47","47"
"서울특별시 도봉구 창제2동(1132051200)","28,817","97","97","13,977","44","44","14,840","53","53"
"서울특별시 도봉구 창제3동(1132051300)","13,632","33","33","6,806","19","19","6,826","14","14"
"서울특별시 도봉구 창제4동(1132051400)","26,269","110","110","12,632","60","60","13,637","50","50"
"서울특별시 도봉구 창제5동(1132051500)","24,304","96","96","11,628","57","57","12,676","39","39"
"서울특별시 도봉구 도봉제1동(1132052100)","20,710","45","45","10,379","21","21","10,331","24","24"
"서울특별시 도봉구 도봉제2동(1132052200)","26,306","102","102","12,855","63","63","13,451","39","39"
"서울특별시 도봉구 쌍문제1동(1132066000)","21,261","70","70","10,208","37","37","11,053","33","33"
"서울특별시 도봉구 쌍문제2동(1132067000)","18,573","78","78","8,837","36","36","9,736","42","42"
"서울특별시 도봉구 쌍문제3동(1132068000)","16,934","77","77","8,162","37","37","8,772","40","40"
"서울특별시 도봉구 쌍문제4동(1132068100)","18,403","64","64","8,673","36","36","9,730","28","28"
"서울특별시 도봉구 방학제1동(1132069000)","28,330","90","90","14,076","45","45","14,254","45","45"
"서울특별시 도봉구 방학제2동(1132070000)","19,249","30","30","9,736","10","10","9,513","20","20"
"서울특별시 도봉구 방학제3동(1132071000)","26,661","79","79","12,919","40","40","13,742","39","39"
"서울특별시 노원구 (1135000000)","507,076","2,127","2,127","243,842","1,071","1,071","263,234","1,056","1,056"
"서울특별시 노원구 월계1동(1135056000)","21,189","81","81","10,933","39","39","10,256","42","42"
"서울특별시 노원구 월계2동(1135057000)","26,115","90","90","12,548","49","49","13,567","41","41"
"서울특별시 노원구 월계3동(1135058000)","29,493","166","166","14,071","89","89","15,422","77","77"
"서울특별시 노원구 공릉1동(1135059500)","36,707","113","113","17,828","58","58","18,879","55","55"
"서울특별시 노원구 공릉2동(1135060000)","41,881","248","248","20,402","121","121","21,479","127","127"
"서울특별시 노원구 하계1동(1135061100)","26,480","74","74","12,674","37","37","13,806","37","37"
"서울특별시 노원구 하계2동(1135061200)","21,667","77","77","10,281","35","35","11,386","42","42"
"서울특별시 노원구 중계본동(1135061900)","23,590","36","36","11,476","19","19","12,114","17","17"
"서울특별시 노원구 중계1동(1135062100)","26,462","42","42","12,891","26","26","13,571","16","16"
"서울특별시 노원구 중계4동(1135062400)","19,621","53","53","9,419","19","19","10,202","34","34"
"서울특별시 노원구 중계2.3동(1135062500)","33,673","131","131","15,452","73","73","18,221","58","58"
"서울특별시 노원구 상계1동(1135063000)","37,846","132","132","18,276","72","72","19,570","60","60"
"서울특별시 노원구 상계2동(1135064000)","19,706","48","48","9,707","22","22","9,999","26","26"
"서울특별시 노원구 상계3.4동(1135066500)","25,647","63","63","12,771","27","27","12,876","36","36"
"서울특별시 노원구 상계5동(1135067000)","23,729","70","70","11,506","32","32","12,223","38","38"
"서울특별시 노원구 상계6.7동(1135069500)","32,233","207","207","14,871","109","109","17,362","98","98"
"서울특별시 노원구 상계8동(1135070000)","22,430","281","281","10,721","136","136","11,709","145","145"
"서울특별시 노원구 상계9동(1135071000)","20,158","103","103","9,472","51","51","10,686","52","52"
"서울특별시 노원구 상계10동(1135072000)","18,449","112","112","8,543","57","57","9,906","55","55"
"서울특별시 은평구 (1138000000)","472,954","1,996","1,996","225,732","1,048","1,048","247,222","948","948"
"서울특별시 은평구 녹번동(1138051000)","36,700","228","228","17,294","114","114","19,406","114","114"
"서울특별시 은평구 불광제1동(1138052000)","38,211","164","164","17,991","82","82","20,220","82","82"
"서울특별시 은평구 불광제2동(1138053000)","27,186","60","60","13,096","28","28","14,090","32","32"
"서울특별시 은평구 갈현제1동(1138055100)","20,734","45","45","10,143","30","30","10,591","15","15"
"서울특별시 은평구 갈현제2동(1138055200)","28,072","90","90","13,316","44","44","14,756","46","46"
"서울특별시 은평구 구산동(1138056000)","32,046","109","109","15,664","53","53","16,382","56","56"
"서울특별시 은평구 대조동(1138057000)","26,828","87","87","12,450","46","46","14,378","41","41"
"서울특별시 은평구 응암제1동(1138058000)","32,857","222","222","15,490","112","112","17,367","110","110"
"서울특별시 은평구 응암제2동(1138059000)","28,005","239","239","13,558","137","137","14,447","102","102"
"서울특별시 은평구 응암제3동(1138060000)","24,140","80","80","11,716","40","40","12,424","40","40"
"서울특별시 은평구 역촌동(1138062500)","44,878","151","151","21,029","82","82","23,849","69","69"
"서울특별시 은평구 신사제1동(1138063100)","26,859","97","97","12,927","48","48","13,932","49","49"
"서울특별시 은평구 신사제2동(1138063200)","19,595","62","62","9,749","32","32","9,846","30","30"
"서울특별시 은평구 증산동(1138064000)","18,386","88","88","8,983","51","51","9,403","37","37"
"서울특별시 은평구 수색동(1138065000)","13,136","93","93","6,443","51","51","6,693","42","42"
"서울특별시 은평구 진관동(1138069000)","55,321","181","181","25,883","98","98","29,438","83","83"
"서울특별시 서대문구 (1141000000)","306,253","1,394","1,394","145,948","722","722","160,305","672","672"
"서울특별시 서대문구 천연동(1141052000)","16,910","84","84","8,007","40","40","8,903","44","44"
"서울특별시 서대문구 북아현동(1141055500)","15,763","128","128","7,563","65","65","8,200","63","63"
"서울특별시 서대문구 충현동(1141056500)","20,147","83","83","9,678","39","39","10,469","44","44"
"서울특별시 서대문구 신촌동(1141058500)","20,286","89","89","8,891","41","41","11,395","48","48"
"서울특별시 서대문구 연희동(1141061500)","34,812","90","90","16,666","49","49","18,146","41","41"
"서울특별시 서대문구 홍제제1동(1141062000)","23,398","120","120","10,944","62","62","12,454","58","58"
"서울특별시 서대문구 홍제제3동(1141064000)","17,749","88","88","8,524","40","40","9,225","48","48"
"서울특별시 서대문구 홍제제2동(1141065500)","13,553","72","72","6,345","38","38","7,208","34","34"
"서울특별시 서대문구 홍은제1동(1141066000)","22,770","120","120","11,028","70","70","11,742","50","50"
"서울특별시 서대문구 홍은제2동(1141068500)","26,195","88","88","12,590","44","44","13,605","44","44"
"서울특별시 서대문구 남가좌제1동(1141069000)","16,051","83","83","7,710","49","49","8,341","34","34"
"서울특별시 서대문구 남가좌제2동(1141070000)","29,625","196","196","14,275","99","99","15,350","97","97"
"서울특별시 서대문구 북가좌제1동(1141071000)","17,864","68","68","8,574","41","41","9,290","27","27"
"서울특별시 서대문구 북가좌제2동(1141072000)","31,130","85","85","15,153","45","45","15,977","40","40"
"서울특별시 마포구 (1144000000)","367,190","1,679","1,679","172,317","842","842","194,873","837","837"
"서울특별시 마포구 아현동(1144055500)","25,198","218","218","11,792","108","108","13,406","110","110"
"서울특별시 마포구 공덕동(1144056500)","37,078","168","168","17,383","81","81","19,695","87","87"
"서울특별시 마포구 도화동(1144058500)","20,929","125","125","9,956","70","70","10,973","55","55"
"서울특별시 마포구 용강동(1144059000)","21,390","115","115","10,129","63","63","11,261","52","52"
"서울특별시 마포구 대흥동(1144060000)","14,646","39","39","7,106","15","15","7,540","24","24"
"서울특별시 마포구 염리동(1144061000)","16,972","94","94","8,121","55","55","8,851","39","39"
